# cena  0: banco 05, lista 6BED, 8 caixas, 146 bytes JP, faixa 40A0-4128, 0 caixas identicas ao JP
 1	0A	05	4383	83	どうしたちきゅうじん|おまえのうではそんなものか！<FB>おまえたちは|ナメックせいのうんめいをも|にぎっていることをわすれるな<FB>もういちどいくぞ！|　　はい|　　いいえ	whats up  |that ur best? <FB>u all |nameks fate  |is in ur hands<FB>again!   |  zb|  bbd
 1	0B	05	43D6	28	めいっぱいとばせっ！！！|つかまったらさいごだぞっ！<FB>	throw hard!!|caught is end<FB>
 1	0C	05	43F2	24	はーっはっはっは！！！|にがさんぞーっ！！！<FB>	zーUzUzUz!!!|vがkTぞーU!!!<FB>
 1	0D	05	440A	26	ゲームのせつめいをしますか？|　　はい|　　いいえ	show help?    |  zb|  bbd
 1	0E	05	4424	298	ドドリアさんから|にげるゲームです<FB>ドドリアさんがクリリンさんを|つかまえようとする　いよくが<FB>ゲームちゅうにがめんしたに|ひょうじされるゲージによって|しめしてあります<FB>いよくがはんぶんいじょうある|ときドドリアさんみずからつか|まえにきます<FB>つかまってしまったら|せんとうかいしです<FB>いよくが　はんぶんいかに|おちこむと　エネルギーだん|でこうげきをしてきます<FB>つかまってしまうしんぱいは|ありませんが|いちどでもぶつかると<FB>いよくが|かいふくしてしまいますので|おきをつけください<FB>ドドリアさんのいよくがなくな|ったところでゲームクリアです<FB>それでは　しつれいします|がんばってください<FB>	dodria  |run game<FB>dodria n kril |his catch urge<FB>on screen low|gauge shows it|is shown<FB>if over half  |when dodoria  |comes <FB>if caught |fight on <FB>if half down|if low. blast|he attacks <FB>no catch fear|but no|1 hit n he<FB>will|recovers so  |careful! <FB>when dodrias  |urge ends u wn<FB>good luck!  |good luck<FB>
 1	0F	05	454E	37	ち…　ちくしょう…！！|とりあえず　フリーザさまのと|ころにもどるか…<FB>	q. qhlXc.!!|4 now back 2  |freeza. <FB>
 1	10	05	4573	53	これですよ|みぎの　せいげんじかんボタン|がなくなるまえにぜんぶの<FB>ボタンをおせたら|あがりなんですよ<FB>	this |right time btn|b4 it ends  <FB>press it|is goal <FB>
 1	11	05	45A8	16	よーし　それじゃやってみるか<FB>	ok lets try it<FB>
 1	12	05	45B8	26	ゲームのせつめいをしますか？|　　はい|　　いいえ	show help?    |  zb|  bbd
 1	13	05	45D2	164	ゲームをかいししますと|じどうてきにみぎしたのボタン|がおされて<FB>マップがこうせいされ|タイムカウントがはじまります<FB>じゅうじキーをそうさして|１コマずつボタンを|おしていきます<FB>すべてのボタンが|おせたらゲームクリアです<FB>また　ひだりがわのボタンで|１コマもどることができます<FB>それでは　しつれいします|がんばってください<FB>	on start   |low right btn |prest<FB>map forms |timer starts  <FB>use the dpad|1 by 1   |presses<FB>all btns|clear it!   <FB>left btn also|goes back 1  <FB>good luck!  |good luck<FB>
 1	14	05	4676	8	やったーっ！<FB>	yesss!<FB>
 1	15	05	467E	35	なあデンデ　これってきっと|あがれても|なんにもならないんだよな？<FB>	hey dnd this |even |is useless?  <FB>
 1	16	05	46A1	4	さあ<FB>	ka<FB>
 1	17	05	46A5	8	ま　いっか…<FB>	well. <FB>
 1	18	05	46AD	12	あーあ　じかんぎれだ<FB>	ah time up<FB>
 1	19	05	46B9	16	もうすこしだったんですけどね<FB>	so close tho  <FB>
 1	1A	05	46C9	22	どうするまだやるか？|　　はい|　　いいえ	try again?|  zb|  bbd
 1	1B	05	46DF	191	ブルマのとうちゃんのせってい|のままでも|へいきんてきにつよくなれる|らしいけど<FB>じぶんなりにくふうすれば|おそろしくつよくなれるかも|しれないっていってたからな<FB>よわくなっちまうかもしれない|けど…<FB>せっていは１にち１かいで<FB>いまのからだのじょうたいは|セレクトボタン<FB>わからないところがあったら<FB>ゆびをあわせてスタートボタンを|おすとしょうさいが|せつめいされるんだったな！<FB>	bulma dads set|as is|get stronger |seems<FB>if u work it|u may get vry|strong he sed<FB>or u may weakn|iど.<FB>1x a day    <FB>ur body state|select <FB>if unclear on<FB>and start 2gthr|press 4  |full details!<FB>
 1	1C	05	479E	90	カリキュラムを６つせっていします<FB>ウデはこうげきりょく　アシはスピード|オナカはせいめいりょく　キはきりょく|ムネはぼうぎょりょく　アタマはコマン<FB>ドりょくをそれぞれきたえます<FB>	set 6 curriculum<FB>arm atk. leg speed|belly hp ki stam  |chest def head cmd<FB>train them all<FB>
 1	1D	05	47F8	94	ひとつのカリキュラムのじかんを|せっていします<FB>じかんをかけてきたえれば|それだけたくさんのステータスあっぷが|のぞめますが　ひろうちのあがりかたは<FB>おおきくなるというリスクもあります<FB>	the time of one|set it <FB>train longer|u get more stat up|but fatigue climbs<FB>faster is the rsk<FB>
 1	1E	05	4856	47	しゅぎょうのはげしさを|せっていします<FB>ステータスやひろうのあがりかたに|えいきょうします<FB>	train hard |set it <FB>affects stat tir|affects <FB>
 1	1F	05	4885	58	きゅうけいをとることで|ひろうちがげんしょうします<FB>なんじかんに　いちど|どれだけやすむという|せっていをします<FB>	a rest will|lower fatigue<FB>how often |how long u|rest hre<FB>
 1	20	05	48BF	49	じゅうりょくのあがりかたを|せっていします<FB>ステータスやひろうのあがりかたに|えいきょうします<FB>	gravity setup|set it <FB>affects stat tir|affects <FB>
 1	21	05	4943	51	ナメックせいにとうちゃくするまでの|にっすうです<FB>しゅぎょうちをせっていする|かいすうにもなります<FB>	train days til u |days  <FB>get 2 namek  |set here 2<FB>
 1	22	05	48F0	83	ごくうがもっているせんすのかずです<FB>ナメックせいにとうちゃくしたときに|のこっていればボーナスが|あたえられます<FB>ひろうちが１００をこえるとひとつ|しょうひします<FB>	senzu goku has nw<FB>if left on namek |get a bonus |given  <FB>fatigue over 100|uses 1 <FB>
 1	23	05	4976	94	しゅぎょうをかさねることで|ぞうかします<FB>ひろうちが１００をこえると|しゅぎょうができなくなります<FB>せんずがのこっているあいだは|せんずをしょうひすることで|じどうてきに０にもどります<FB>	training adds|add up<FB>if tired 100 |u cant train n<FB>while senzu ar|using a senzu|resets 2 zero<FB>
 1	24	05	49D4	13	ステータスにもどります<FB>	to status  <FB>
# cena  2: banco 1E, lista 6C47, 45 caixas, 1573 bytes JP, faixa 6C27-717F, 1 caixas identicas ao JP
 2	00	1E	6C27	17	プレーヤー１を|えらんでください	プレーヤー1S|choose 1
 2	01	1E	6C38	17	プレーヤー２を|えらんでください	プレーヤー2S|choose 1
 2	02	1E	6C49	15	パスワードを|つかいますか？	パスワードS|use it?
 2	03	1E	6C58	41	それでは|てんかいちぶどうかい|ほんせんの<FB>しゅつじょうしゃを|きめてもらいます	then|tourney   |DTnTy<FB>we pick  |fighters
 2	04	1E	6C58	41	それでは|てんかいちぶどうかい|ほんせんの<FB>しゅつじょうしゃを|きめてもらいます	then|tourney   |DTnTy<FB>we pick  |fighters
 2	05	1E	6C58	41	それでは|てんかいちぶどうかい|ほんせんの<FB>しゅつじょうしゃを|きめてもらいます	then|tourney   |DTnTy<FB>we pick  |fighters
 2	06	1E	6C58	41	それでは|てんかいちぶどうかい|ほんせんの<FB>しゅつじょうしゃを|きめてもらいます	then|tourney   |DTnTy<FB>we pick  |fighters
 2	07	1E	6C58	41	それでは|てんかいちぶどうかい|ほんせんの<FB>しゅつじょうしゃを|きめてもらいます	then|tourney   |DTnTy<FB>we pick  |fighters
 2	08	1E	6C58	41	それでは|てんかいちぶどうかい|ほんせんの<FB>しゅつじょうしゃを|きめてもらいます	then|tourney   |DTnTy<FB>we pick  |fighters
 2	09	1E	6C81	22	まず　だれをそうさするのか|きめてください	first who do |u play?
 2	0A	1E	6C97	14	<#>さんで|よろしいですか？	<#>kTで|is it ok
 2	0B	1E	6CA5	32	では　たいせんあいてとなる|７にんのせんしゅを|きめてください	now pick who |7 fighter|u fight
 2	0C	1E	6CC5	14	こちらで|きめましょうか？	here|we set? 
 2	0D	1E	6CD3	15	いじょうで|よろしいですか？	done |is it ok
 2	0E	1E	6CE2	28	トーナメントの|たいせんあいてを|きめさせてもらいます	トーナメントy|we pick |ur foe    
 2	0F	1E	6CFE	34	いじょうのように|きまりました|しあいは<FB>むせいげん１ぽんしょうぶ	as shown|all se|labz<FB>1 match only
 2	10	1E	6D20	34	ヒットポイントが|なくなったり|まいったといったりしたら<FB>まけです	ヒットポイントが|empty |or u give up<FB>lose
 2	11	1E	6D42	21	それでは　だい<#>しあいの|はじまりです！	then no<#>laby|begins!
 2	12	1E	6D57	10	かんせんしますか？	watch it?
 2	13	1E	6D61	14	<#>せんしゅの|しょうりです	<#>fight|u lose
 2	14	1E	6D6F	21	つづいて　だい<#>しあいの|はじまりです！	next no<#>laby|begins!
 2	15	1E	6D84	29	ではじゅんけっしょう|だい<#>しあい|はじめてください！！	the semis |だb<#>lab|begin now!
 2	16	1E	6DA1	20	さあだい<#>かい|てんかいちぶどうかい！	now <#>fb|tourney!   
 2	17	1E	6DB5	20	てんかをとるのは|どちらでしょうか！！	who wins|which one!
 2	18	1E	6DC9	22	てんかいちぶどうかい|けっしょうせん！！！	tourney   |the final!
 2	19	1E	6DDF	13	はじめてください！！！！	begin now!! 
 2	1A	1E	6DEC	16	<#>せんしゅの|かちです！！！！	<#>fight|fqでm!!!!
 2	1B	1E	6DFC	28	<#>せんしゅ|てんかいちぶどうかい|ゆうしょう！！！！！	<#>play|tourney   |KclXc!!!!!
 2	1C	1E	6E18	22	ごらいじょうのみなさん|おつかれさまでした	thank u all|4 coming 
 2	1D	1E	6E2E	11	ではまたのたいかいで	see u soon
 2	1E	1E	6E39	93	どんなたたかいが|くりひろげられるのか<FB>まさに|くうぜんぜつごの|こうしあいがよそうされます<FB>りょうしゃ|にらみあったままうごきません<FB>こうげきのさくせんをたてて|いるのでしょうか！！	what a  |fight now <FB>Ekv|a match |like no other<FB>both |stare no move <FB>planning hits|is he ther
 2	1F	1E	6E96	110	ま…　まったく……|なんというしあいでしょうか…<FB>こ…ことばが|うまくでてきません…<FB>いきづまるような|ねっせんが|くりひろげられています<FB>まったくもって|こんたいかいの|レベルのたかさは|しんじられないものがあります	i.i cant |what a match  <FB>no wrd|no way out<FB>a tense |fight|unfolds now<FB>truly  |the cup|level is|simply unreal 
 2	20	1E	6F04	103	こっこれは|とんでもないしあいに|なりました…！！<FB>ま　まさにいきをするひまも|ありませんっ！！！<FB>いまのところ|りょうしゃのじつりょくは|ほとんどごぶとごぶ！！<FB>どちらも|まったく|ゆずりませんっ！！！	jUjPz|big match |it becam<FB>no rest here |there is <FB>so far|both r even |DtTどごぶtごぶ!!<FB>both|all |no ground!
 2	21	1E	6F6B	101	いったいなにがおこったので|しょうか！？<FB>はやくて|よくわかりませんでしたが<FB>そ　それにしても|まったくすばらしい|しあいないようです<FB>あまりのてんかいに|われわれのめでは|とてもおいついていけません	what happend |huh!? <FB>fast|we cant see <FB>even so |but great|match so <FB>so fast  |our eyes|cant keep up 
 2	22	1E	6FD0	17	こっこれは|いがいなてんかい！！	jUjPz|odd turn!!
 2	23	1E	6FE1	2	<N>	<N>
 2	24	1E	6FE3	53	<#>に|まったくはがたちません！！！<FB>いったい　だれが|このようなてんかいを|よそうできたでありましょうか	<#>v|no chance!!!  <FB>just who|who guessd|this turn now 
 2	25	1E	7018	40	<N>|あとがなくなってしまったかに|おもわれますが<FB>だいじょうぶなのでしょうか！	<N>|looks like no |way out<FB>will he be ok!
 2	26	1E	7040	16	<#>の|１ぽリードといったところ	<#>y|1 point lead
 2	27	1E	7050	41	<N>|ちょっとくるしい|たたかいです！！<FB>こんご|<N>が|どのようにまきかえすのか！	<N>|rough nw|a fight!<FB>jTご|<N>が|how 2 turn it
 2	28	1E	7079	42	また<#>|ゆうりのまま|いっきにしょうぶが|ついてしまうのか<FB>きょうみはつきません！	Ep<#>|ahead |could end|at once <FB>so exciting
 2	29	1E	70A3	77	も…ものすごい|こ…こうげきでした<FB>し…しかし<FB><N>|しんじられないことに|こ…これをこらえました…<FB>さ　さあー|これはたいへんなことに|なりました！！！	so huge|an attack<FB>l.lfl<FB><N>|unreal!!  |he took it..<FB>k kaー|serious now|uNElp!!!
 2	2A	1E	70F0	44	<#>が|いっぽリードしたかに|みえますが<FB>まだまだしょうぶのゆくえは|わかりません！！！	<#>が|looked a  |lead <FB>end is far   |no idea!!
 2	2B	1E	711C	46	すっすごいっ！！|まるで　はくじつむを|みているようです！！<FB><#>|おそろしいつよさです！！	amazing!|a daydream|a dream!! <FB><#>|fearsome pwr
 2	2C	1E	714A	53	はたして|<N>は|だいじょうぶなのでしょうか！<FB>それにしても|ものすごいわざとわざの|おうしゅうです！！！	zpls|<N>z|will he be ok!<FB>still |huge moves |a clash!! 
# cena  3: banco 03, lista 6CA1, 35 caixas, 988 bytes JP, faixa 6DED-718D, 0 caixas identicas ao JP
 3	00	03	6DED	21	つかまえたぞ！|ここがきさまのはかばだ！	got u! |ur grave now
 3	01	03	6E02	32	なんだってんだよ|こいつらつぎからつぎへと|わきでてきやがって	what now|they keep on|coming!! 
 3	02	03	6E22	14	おまえなんかにまけるもんか	i wont lose  
 3	03	03	6E30	20	きさまオレがだれなのか|わかってるのか	u know who |am punk
 3	04	03	6E44	13	や…やるじゃないか…だが	not bad. but
 3	05	03	6E44	13	や…やるじゃないか…だが	not bad. but
 3	06	03	6E51	13	つよがりばっかりいって…	all talk huh
 3	07	03	6E5E	35	ダッシュからのたいあたりは|ゆうこうにつかうと|すごくこうかてきだ！	dash then ram|is a very|good combo
 3	08	03	6E81	19	ほう|いせいだけは|いちにんまえだな	oh|spirit|is okay 
 3	09	03	6E94	51	コマンドをつかいきると|ぼうぎょやかいひにせんねん|できるから<FB>こうげきがあたりにくくなる|んだな…	use up move|n u focus on |guard<FB>so hits miss |see.
 3	0A	03	6EC7	47	エネルギーだんをうっている|とちゅうでも|キャンセルボタンをおすと<FB>うごけるようになるんだ！	while firing |a blst|press cancel<FB>u can move!!
 3	0B	03	6EF6	37	これいじょうきさまとあそん|でいてもつまらん|そろそろおわりにしてやる！	bored of this|game now|time 2 end it
 3	0C	03	6F1B	13	ちょうしにのりやがって…	so cocky now
 3	0D	03	6F28	32	ほんとうのオレさまの|パワーをみせたときが|きさまのさいごだ！	when i shw|my real pw|u will en
 3	0E	03	6F48	25	も…もうゆるさんぞ…|バラバラにくだいてやる！！	no mercy!!|ill smash u!!
 3	0F	03	6F61	17	それじゃえんりょなく|いくぞっ！	then here |go!! 
 3	10	03	6F72	33	れんぞくわざばかりじゃ|あんまりけいけんちは|あがらないのかな…	combos only|dont raise|exp much.
 3	11	03	6F93	23	てもあしもでんくせに|よほどしにたいらしな！	helpless n|u want dead
 3	12	03	6FAA	29	がははは|どうだ！！<FB>こうさんするなら|いまのうちだぞ！	haha|well!<FB>give up |if u wil
 3	13	03	6FC7	21	こ…こいつそうぞういじょうに|できるぞ！	he is better  |more!
 3	14	03	6FDC	21	さいごまでやってみなくちゃ|わかるもんか	till the end |who no
 3	15	03	6FF1	27	ふん　せいぜいほえるがいい…|すぐにだまらせてやる！	hmph bark away|ill hush u 
 3	16	03	700C	28	く…けっこうきいた…|せいめいりょくが|だいぶおちてる	that hurt |my healt|is down
 3	17	03	700C	28	く…けっこうきいた…|せいめいりょくが|だいぶおちてる	that hurt |my healt|is down
 3	18	03	7028	32	は…はやくやっつけないと|そろそろからだが|きつくなってきた…	i must win  |my body |gets bad 
 3	19	03	7048	51	…ゆだんしたか|ひつよういじょうに|ダメージをうけてしまった…|おどろいたな！|けっこうつよいんだ…	carelss|i took mr|damage than i|should!|so strong 
 3	1A	03	7068	19	おどろいたな！|けっこうつよいんだ…	should!|so strong 
 3	1B	03	707B	38	や…やるな…でも|あいつら　ほうこうてんかん|しているときがスキだらけだ！	not bad |when they trn|they r wide op
 3	1C	03	70A1	24	ふふ…|おもったより|やってくれるじゃねえか…	heh|better|than i thot 
 3	1D	03	70B9	26	いまにそんなたわごとは|いっておれんようになるぞ…	soon u wont|be able 2 tal
 3	1E	03	70D3	27	ガハハハ　どうだっ！！|にげだすならいまのうちだぜ！	gahaha well|run now if u  
 3	1F	03	70EE	41	きあいがえしで|てきをフラフラじょうたいに|してからの<FB>こうげきはゆうこうだな！	ki refl|makes em dizy|then <FB>attack works
 3	20	03	7117	65	てきがわざをだすときに|はんげきするカウンターは<FB>ダメージをうけるかもしれない|けどよくあたるから|くふうすればすごくゆうこうだ	when foes a|a counter ht<FB>u may take dmg|but hits |so its very gd
 3	21	03	7158	26	そのていどでとくいになるとは|おめでたいヤツだぜ！	proud of that?|how cute!!
 3	22	03	7172	27	な…なにおお！|ギッタギッタにぶちのめして|やるぜ！	what!! |ill beat u to|bits
# cena  4: banco 05, lista 6CE7, 82 caixas, 2055 bytes JP, faixa 49E1-54E4, 24 caixas identicas ao JP
 4	00	05	49E1	31	どうした！|コマンドせんたくちゅうは|かかってこないのか！？	what!|in commands |wont come?!
 4	01	05	4A00	36	おまえのたりないおつむじゃ|ふいうちぐらいしか|おもいうかばんだろう！	w ur dull brn|only ambs|comes 2 mnd
 4	02	05	4A24	10	はーっはっはっは！	zーUzUzUz!
 4	03	05	4A2E	4	くっ！	hU!
 4	04	05	4A32	24	このオレはたえずじっせんで|たたかっていたんだ	i always fght|we fought
 4	05	05	54DB	9	メッセージはない	メッセージzub
 4	06	05	4A32	24	このオレはたえずじっせんで|たたかっていたんだ	i always fght|we fought
 4	07	05	4A4A	28	フリーザのところで|ぬくぬくとしていた|きさまとオレが	4 real n |u sat sfe|u n me 
 4	08	05	4A66	24	いつまでも　ごかくだとでも|おもっていたのか！	w freeza yet |u thought
 4	09	05	4A7E	11	かあああああ…！！！	faaaaa.!!!
 4	0A	05	4A89	8	ひ…ひいいい…	A.Abbb.
 4	0B	05	4A91	9	やるじゃないか…	not bad.
 4	0C	05	4A9A	43	せ　せんとうりょくだけが|たたかいのすべてじゃないって|ことを<FB>おもいしらせてやる！	power level |isnt everythng|jtS<FB>ill show u
 4	0D	05	4AC5	22	そんなことは|きさまにいわれるまでもない！	i dont|need u 2 say  
 4	0E	05	4ADB	35	かくごしろ！！！<FB>つぎのこうげきでまちがいなく|カタをつけてやる！！	fhごlQ!!!<FB>next hit ends |ill end it
 4	0F	05	54DB	9	メッセージはない	メッセージzub
 4	10	05	54DB	9	メッセージはない	メッセージzub
 4	11	05	54DB	9	メッセージはない	メッセージzub
 4	12	05	54DB	9	メッセージはない	メッセージzub
 4	13	05	54DB	9	メッセージはない	メッセージzub
 4	14	05	4AFE	15	なんでさっさとかかってこない	why not attack
 4	15	05	4B0D	48	わかっているぞ<FB>キュイとのたたかいで|オレがはるかにつよくなったことをしり<FB>おそれているんだろ	i know <FB>in the cui|fight u saw i got <FB>stronger 
 4	16	05	4B3D	55	あんなすうちはまちがいだ！|スカウターのこしょうだ！<FB>このおれをみくびるなよ！！！|うおおおおーっ！！！！！	those numbers|scouter erro<FB>dont mock me!!|ceeeeーU!!!!!
 4	17	05	4B74	20	くっくそ|やるじゃないか|ベジータ！！	hUho|not bad|ベジータ!!
 4	18	05	4B88	26	だが|つぎのこうげきで|あのよへおくってやるぞっ！	だが|next hit|sends u 2 hel
 4	19	05	4BA2	36	なにをねぼけてやがる<FB>きさまのわざが|オレにつうようするわけ|ないだろ	r u asleep<FB>ur move|wont work  |gone
 4	1A	05	4BC6	34	アッタマきたぞー！|ふっとばしてやるぜ…！！|くたばりやがれ！！！	アッタマgpぞー!|ill blast u |just die!!
 4	1B	05	4BE8	48	ま　まてベジータ！|にがしてくれれば|あるひみつをおしえてやる！<FB>わくせいベジータのことだっ！	E Esベジータ!|free me |n ill tell u <FB>a planet vegta
 4	1C	05	4C18	25	わくせいベジータのなにが|ひみつだというんだ！？	secret. what|a secret?! 
 4	1D	05	4C31	37	わくせいベジータは|フリーザさまがはかいしたんだ|サイヤじんもろともな！	vegeta is|freeza blew it|up w them! 
 4	1E	05	4C56	8	なんだと…！？	uTだt.!?
 4	1F	05	4C5E	52	かんしゃしろよ！|おまえのウデはつかえそう|だったんで<FB>わざわざおまえのいないとき|をねらわれたのだ！	thank me|ur arm helps|so it<FB>while away u |targeted!
 4	20	05	4C92	4	………	...
 4	21	05	4C96	30	それじゃオレは|フリーザさまのところに|かえらせてもらうぞ	oPじVオレz|back 2 frez|ill go nw
 4	22	05	4CB4	14	かんちがいするなよドドリア	dont mistake 
 4	23	05	4CC2	26	おれがやくそくをまもるとでも|おもっているのかっ！	think ill keep|my promis?
 4	24	05	4CDC	6	な…！！！	u.!!!
 4	25	05	4CE2	35	くそったれがーっ！！|こうなったら|やけくそだっ！<FB>いくぞーっ！！！	damn it!!!|so thn|desprat<FB>bhぞーU!!!
 4	26	05	4D05	22	そうこなっくちゃな…|おうじょうしろっ！！	thats more|give up!! 
 4	27	05	54DB	9	メッセージはない	メッセージzub
 4	28	05	4D1B	56	はっはーっ！|とうとうつかまえたぞ！！|おとなしくおれについてくれば<FB>いたいめに|あわずにすむが|どうする！？	hahaa!|caught u!!  |come quietly n<FB>bpbHv|avoid  |well?!
 4	29	05	4D53	4	くっ！	hU!
 4	2A	05	54DB	9	メッセージはない	メッセージzub
 4	2B	05	4D5F	30	クリリンさん|もうにげられませんよ|たたかいましょう！！！	クリリンkT|no escape |lets fight!
 4	2C	05	4D7D	5	あ…ああ	a.aa
 4	2D	05	4D82	43	ばかなやろうどもだな<FB>おとなしくつかまれば|いたいめにあわずにすむかも|しれんのに…	what fools<FB>come quiet|n avoid pain |test..
 4	2E	05	54DB	9	メッセージはない	メッセージzub
 4	2F	05	4DAD	11	な…なんてつよさだ…	so strong.
 4	30	05	4DB8	54	クリリンさんあいつ|こうげきりょくのわりに|スピードがおそい…<FB>まだあきらめるのは|はやいかもしれませんよ	kril him |4 atk power|スピードがeob.<FB>2 give up|is 2 early 
 4	31	05	4DEE	8	そ…そうだな…	y.yeah.
 4	32	05	4DF6	11	な…なんだこいつら…	whats this
 4	33	05	4E01	10	あっ！|にげた！！	aU!|vげp!!
 4	34	05	4E0B	24	たすかった|はやくブルマさんのところにもどろう	pmfUp|lets go back 2 bl
 4	35	05	4E23	31	ベジータ…<FB>きさま　なぜ|フリーザさまに|さからおうとする…	ベジータ.<FB>why do|フリーザkEv|u defy me
 4	36	05	4E42	101	カンタンなことだ…<FB>オレは　あの|フリーザってヤローが|まえからきにいらなかったんだ<FB>これまでは|ヤツのちからに|ねじふせられていたが<FB>ひょんなことから|えいえんのいのちを|てにいれられることをしった	カンタンujtだ.<FB>i am  |フリーザUsヤローが|i never liked <FB>until|his pwr|held me dn<FB>by luck |life 4evr|i learned i  
 4	37	05	4EA7	13	ドラゴンボールのことか…	ドラゴンボールyjtf.
 4	38	05	4EB4	64	フリーザなんかに|くれてたまるか…！<FB>えいえんのいのちさえ|オレのものになれば|フリーザにかつチャンスが|かならずやってくる！	2 freeza|never!   <FB>even 4evr |if its my|フリーザvfrチャンスが|it will cm
 4	39	05	4EF4	37	えいえんのいのちだけで|フリーザさまにかてるとでも|おもっているのか！！	just 4ever |u think u can|u think!! 
 4	3A	05	4F19	35	おれはおおくのじっせんで|あんたのそうぞういじょうに|パワーをあげた	in many real|fights far mr|パワーSaげp
 4	3B	05	4F3C	36	フリーザさまのじつりょくは|そんなじげんすら|ちょうえつしておられる…	freezas power|that lvl|ur far beynd
 4	3C	05	4F60	22	くだらねえデタラメを|ぬかしやがって…！！	such lies |u spout!! 
 4	3D	05	4F76	32	ドドリアにきいたぞ！|フリーザはサイヤじんを|おそれていたと！	dodoria sd|フリーザzサイヤじTS|he fears
 4	3E	05	4F96	28	サイヤじんパワーを|たったいま|みせつけてやるぞ！！！	サイヤじTパワーS|pUpbE|ill show u!
 4	3F	05	4FB2	47	ふははははっ|どうした！！<FB>ザーボンさまとも|あろうおかたが！|うごきがとまってみえるぞ！！	BzzzzU|what!!<FB>even ld |zarbon!!|u look frozen!
 4	40	05	4FE1	12	ちょうしにのりやがって	so cocky nw
 4	41	05	4FED	20	このていどで|てもあしもでんとはな！！	is ths|u cant move 
 4	42	05	5001	30	いまのおれのちからは|まだまだ|こんなものじゃないぞっ！！	my pwr now|EだEだ|its way more!
 4	43	05	501F	8	ほざけっ！！！	DざiU!!!
 4	44	05	5027	23	おどろいたな|たしかにすばらしい|しんぽだ…	shockd|truly gud|lTぽだ.
 4	45	05	503E	50	だが　そのせいで|きさまはながねん|ねむらせていた<FB>わたしのしんのちからを|めざめさせてしまった…	but thus|4 long y|i woke <FB>u have wokn|my true pwr
 4	46	05	5070	5	なに！？	uv!?
 4	47	05	5075	37	へんしんをして|パワーをますのがサイヤじん|だけだとでもおもっているのか	u think|only saiyans |change 2 rise?
 4	48	05	509A	8	へんしんだと？	change?
 4	49	05	50A2	34	びをこのむわたしには|へんしんごのみにくいすがたは|たえられない…	i love bty|so an ugly frm|cant do
